Protest Name,Country Name,Date,Locality Name,School Name,Description of Protest,Primary Source,Additional Sources,LAT,LONG,Geographic Context (F1),Protest Location (F2),Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),unique-key
South Africa-April-2017,South Africa,3-Apr-17,Pretoria,University of South Africa,200 students marched outside campus after being prevented from registering due to staff strike. Police were deployed.,https://www.businesslive.co.za/bd/national/education/2017-04-03-police-deployed-to-unisa-student-protest-in-durban/,,-25.767659,28.1992637,Major Urban Area,College or University,Strike OR Boycott,"Students, Teachers or Academic staff",Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Suspension or discipline",South Africa-98
South Africa-September-2016,South Africa,26-Sep-16,Durban,Durban University of Technology,Violent protests over high tuition costs at universities across south Africa. Part of the #feesmustfall protest.,https://www.voanews.com/a/south-africa-unniversities-close-violent-tuition-protests/3525696.html,,-29.853613,31.0061131,Major Urban Area,College or University,"Protest or demonstration,March",Students,School fees,School authority,,South Africa-22
South Africa-March-2018,South Africa,14-Mar-18,Limpopo,University of Venda,Students strike demanding their book and food allowances be loaded onto their National Student Financial Aid Scheme (NSFAS) cards.,https://capricornreview.co.za/123829/univen-student-strike-cripples-businesses/,,-22.976135,30.4464797,Major Urban Area,College or University,"Strike or boycott,Vandalism or property damage,Road block or occupation",Students,School fees,Federal government,,South Africa-125
South Africa-July-2017,South Africa,28-Jul-17,Durban,"University of KwaZulu -Natal,Nelson Mandela School of Medicine",Medical student protesting over decentralized clinical training program. They protested in Durban with the Nelson Mandela School of Medicine.,https://www.ecr.co.za/news/news/ukzn-students-protest-against-decentralised-hospital-training/; http://www.thedailyvox.co.za/ukzn-students-court-clashing-police-med-school-protest-lizeka-maduna/https://www.ecr.co.za/news/news/ukzn-students-protest-against-decentralised-hospital-training/,,-29.879117,30.9890889,Major Urban Area,Public Space,Protest or demonstration,Students,Accreditation or other school policies,School authority,,South Africa-88
South Africa-May-2015,South Africa,6-May-15,Durban,"Thekwini TVET College,Centec Campus",Article about student studies being disrupted by protests - student perspective against student protesting,https://bereamail.co.za/55949/student-protests-disrupt-studies/,,-29.823961,31.004855,Major Urban Area,Vocational or Technical Schools,,,,,,South Africa-67
South Africa-May-2017,South Africa,10-May-17,Port Elizabeth,"Port Elizabeth College,Russell Campus","Student protest, over news they will only receive 25% of their National Student Financial Aid Scheme from school; protest is on it's third day at time of article posting.",https://www.rnews.co.za/article/14415/video-pe-college-student-protest-over-nsfas-funding-enters-third-day,https://www.youtube.com/watch?v=5zPPkGJ70KY,-33.96142,25.61021,Major Urban Area,College or University,"Protest or demonstration,Vandalism or property damage,Road block or occupation",Students,"School fees, accreditation or other school policies",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",South Africa-52
South Africa-February-2014,South Africa,25-Feb-14,Durban,"University of KwaZulu-Natal,Howard",Students protesting on campus. Context unknown. Article has photos of students fleeing from riot police.,https://risingsunoverport.co.za/6751/student-protests-ukzn-howard/,,-29.867422,30.9807272,Major Urban Area,College or University,Protest or demonstration,Students,Other,,"Non-lethal violence (e.g., tear gas, rubber bullets), injury occurred,Police or military presence",South Africa-94
South Africa-October-2016,South Africa,14-Oct-16,Pretoria,Tshwane University of Technology - Pretoria West Campus,A private security guard was arrested on Thursday for the attempted murder of students. He shot live ammunition into a crowd of students during a protest. Students claimed to have been protesting peacefully at the main gate during the time of the. Police also shot rubber bullets at the students.,http://firstthing.dailymaverick.co.za/article?id=81813#.XAgjpRNKg_V,,-25.732024,28.16239,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Death occurred,arrest or detention,police or military presence",South Africa-164
South Africa-August-2008,South Africa,21-Aug-08,Durban,University of South Africa,"Student died during protest - at least 200 student were protesting the schools registration process. 10 students were arrested for public violence - it is claimed the student died of ""natural causes"" - apparently the student had asthma.",https://www.news24.com/SouthAfrica/News/Student-dies-at-Unisa-protest-20080821,,-29.850351,31.0303137,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-146
South Africa-April-2018,South Africa,9-Apr-18,Durban,Durban University of Technology,Demonstration on campus by students demanding their National Student Financial Aid allowances. Police called during violent protest - police fired rubber bullets to disperse the crowd.,https://ewn.co.za/2018/04/09/dut-student-protest-over-nsfas-allowances-turns-violent,,-29.853613,31.0061131,Major Urban Area,College or University,Protest or demonstration,Students,Government policy,Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-113
South Africa-September-2014,South Africa,9-Sep-14,Pretoria,"Tshwane University,Pretoria CampusTshwane University of Technology,Pretoria Campus",Students closed institution gates and torched bus in protest of the National Student Financial Aid Scheme which is making students pay their fees.,https://rekordmoot.co.za/24435/tut-pretoria-campus-student-on-strike/,,-25.732024,28.16239,Major Urban Area,College or University,"Protest or demonstration,Strike or boycott,Vandalism or property damage",Students,"School fees,government policy",School authority,,South Africa-68
South Africa-July-2015,South Africa,23-Jul-15,Pretoria,Pretoria Central Business District,"2000 students protest in the Business District of Pretoria. They are there to demand better education, hygiene, proper food schemes, and adequate security at schools.",https://citizen.co.za/news/south-africa/431214/students-protest-cause-chaos-in-pretoria-cbd/,,-25.739514,28.1825871,Major Urban Area,Public Space,Protest or demonstration,Students,"School quality (food, water, electricity)","School authority,Local government","Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",South Africa-107
South Africa-February-2009,South Africa,8-Feb-09,Durban,Durban University of Technology; University of KwaZulu-Natal; Tshwane University of Technology,"Students protesting academic exclusions, registrations fees, financial difficulties, lack of accommodations. Striking at school.",http://www.universityworldnews.com/article.php?story=20090206160026636,,-29.851507,31.030931,Major Urban Area,College or University,"Protest or demonstration,Strike OR Boycott","Students,Teachers or Academic Staff","School fees,School quality (food, water, electricity),accreditation or other school policies",School authority,,South Africa-23
South Africa-February-2013,South Africa,20-Feb-13,Cape Town,University of Cape Town,Student protesting violent crimes against women on campus; calling for a strike of classes and a march,https://www.news.uct.ac.za/article/-2013-02-18-outrage-at-violence-uct-to-protest-at-wednesdays-march,,-33.957652,18.4611991,Major Urban Area,College or University,March,Students,Violence against women,School authority,,South Africa-84
South Africa-August-2018,South Africa,29-Aug-18,Pretoria,Tshwane University of Technology,"Students marched between campuses. They barricaded entrances to schools in protest.  

",http://www.sabc.co.za/wps/portal/news/main/tag?tag=Tshwane%20University%20of%20Technology,"https://www.news24.com/SouthAfrica/News/tut-to-open-doors-6-weeks-after-student-died-during-protests-20181006; 
https://www.news24.com/SouthAfrica/News/tut-to-open-doors-6-weeks-after-student-died-during-protests-20181006",-25.732208,28.1618717,Major Urban Area,College or University,"Protest or demonstration,Vandalism or property damage",,,,,South Africa-73
South Africa-October-2017,South Africa,9-Oct-17,Durban,Assegai Primary School,Parents protesting appointment of principal. Blocking gates preventing her from entering.,http://www.safrica24.com/south-africa/more-disruptions-at-durban-school-after-parents-reject-principal/25939-news,,-29.935548,30.985938,Major Urban Area,Primary School,Protest or demonstration,Parents or Guardians,,School authority,,South Africa-7
South Africa-January-2014,South Africa,27-Jan-14,Durban,Mangosuthu University of Technology,Students protests and disrupting lectures. They are demanding to be re-registered despite unpaid student fees.,http://www.news24.com/SouthAfrica/News/KZN-student-protest-spreads-to-MUT-20140127,,-29.966914,30.9132606,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,school closure,South Africa-44
South Africa-August-2017,South Africa,28-Aug-17,Durban,George Campell Technical School,Student protesting systematic racism. Standing in solidarity with other student protests in South Africa.,https://www.timeslive.co.za/news/south-africa/2017-08-28-blf-students-protest-in-solidarity-with-learners-at-durban-school/,,-29.842067,31.0309348,Major Urban Area,Secondary School,Protest or demonstration,Students,Solidarity protest,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred",South Africa-30
South Africa-August-2018,South Africa,17-Aug-18,Durban,University of KwaZulu-Natal,Student set fire to guard house and are chased by police with rubber bullets and tear gas. Students are protesting over fees as apart of #FeesMustFall,https://twitter.com/THIS_IS_NATHI/status/1030415175470534656,https://twitter.com/moskido/status/1030384735321812992?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1030384735321812992&ref_url=https%3A%2F%2Fwww.bbc.co.uk%2Fnews%2Flive%2Fworld-africa-45167980,-29.867422,30.9807272,Major Urban Area,College or University,"Protest or demonstration,Vandalism or property damage",Students,School fees,School authority,,South Africa-1
South Africa-August-2018,South Africa,17-Aug-18,Durban,University of KwaZulu-Natal,Student clash with police during protest regarding their school's substandard living conditions. Classes were cancelled for one week and 18 students were arrested during a walk-out.,http://www.okayafrica.com/south-african-student-protest-ukzn-clash-with-police-poor-living-conditions/,https://www.iol.co.za/mercury/news/ukzn-westville-campus-protests-may-resume-16645714,-29.867422,30.9807272,Major Urban Area,College or University,Protest or demonstration,Students,"School quality (food, water, electricity)",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention,school closure",South Africa-139
South Africa-August-2017,South Africa,4-Aug-17,Durban,University of KwaZulu-Natal,100 University medical students protest peacefully until police fired tear gas and rubber bullets at them. The protest was in support of two of their fellow students who were arrested for public violence.,http://www.thedailyvox.co.za/ukzn-students-court-clashing-police-med-school-protest-lizeka-maduna/,,-29.867422,30.9807272,Major Urban Area,College or University,Protest or demonstration,Students,Solidarity protest,Regional government,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",South Africa-51
South Africa-October-2016,South Africa,26-Oct-16,Durban,"University of KwaZulu-Natal,Westville",Female students peacefully protest; to have peers released who were arrested; later 11 student arrested;,https://risingsunoverport.co.za/39109/ukzn-students-protest-in-support-of-fellow-colleagues/,,-29.867422,30.9807272,Major Urban Area,College or University,Protest or demonstration,Students,Solidarity protest,Regional government,,South Africa-95
South Africa-October-2017,South Africa,18-Oct-17,Pretoria,Mahube Valley Secondary School,"A ""scholar patroller"" is accused of raping a student from the school during a dance event. The patroller plead guilty to the charges. This protest took place during the court hearing and was held by parents and ANC Women's League members.",https://www.iol.co.za/pretoria-news/watch-protest-against-school-rapist-at-court-11611838,,-25.699623,28.4119638,Major Urban Area,Secondary School,Protest or demonstration,"Parents or Guardians,Community Members","School quality (food, water, electricity),Violence against women",,,South Africa-155
South Africa-September-2016,South Africa,8-Sep-16,Durban,University of KwaZulu-Natal - Howard Campus,"The law library at UKNZ's Howard campus was burned following two weeks of protests by students over ""general issues"" that",https://www.youtube.com/watch?v=tJzB2b_guu0,https://mg.co.za/article/2016-09-07-ukzns-src-condemns-burning-of-law-library-at-howard-college,-29.867428,30.980731,Major Urban Area,College or University,Vandalism or Property Damage,Students,"School quality (food, water, electricity), Accreditation or other school policies",School authority,,South Africa-162
South Africa-August-2018,South Africa,7-Aug-18,Limpopo,University of Venda,"Students prompt school closure after protest in the streets for ""failure by the department to offer free education' at higher education institutions.",http://www.702.co.za/articles/314492/chaos-at-university-of-venda-amid-free-education-protest,,-22.976135,30.4464797,Major Urban Area,College or University,Protest or demonstration,Students,School fees,Federal government,school closure,South Africa-123
South Africa-July-2017,South Africa,31-Jul-17,Durban,"Thekwini College,Asherville Campus",Students protest expulsion of three of their student leaders by school.,https://risingsunoverport.co.za/50277/ethekwini-college-students-protest-expulsion-leaders/,,-29.825955,30.9865444,Major Urban Area,College or University,Protest or demonstration,Students,Solidarity protest,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-29
South Africa-August-2018,South Africa,29-Aug-18,Pretoria,Tshwane University of Technology - Soshanguve Campus,"Protest occurs after student was killed by the police. During the protest an officer was ""held hostage"". Students marched through the streets, banging on windows and metal shutters, burnt tires in the street, and they are also reported to have climbed on police vehicles while yelling ""fuck the police"".",https://www.youtube.com/watch?v=P-znQ5Jb3VI,https://www.news24.com/SouthAfrica/News/tut-students-protest-over-peers-death-allegedly-at-the-hands-of-police-20180829,-25.540259,28.0968946,Major Urban Area,Public Space,"Vandalism or property damage, Road block or occupation",Students,,Local government,"Non-lethal violence (e.g., tear gas, rubber bullets),police or military presence",South Africa-163
South Africa-February-2018,South Africa,5-Feb-18,Durban,University of South Africa,Student protest against unfair treatment regarding NSFAS loans. The police used tear gas and rubber bullets to disperse the striking students.,http://www.sabcnews.com/sabcnews/police-intervene-durban-student-protest/,,-29.850351,31.0303137,Major Urban Area,College or University,Protest or demonstration,Students,"School fees, accreditation or other school policies",School authority,Arrest or detention,South Africa-118
South Africa-May-2016,South Africa,6-May-16,Vuwani,Vuwani,15 people are arrested after 31 primary and secondary schools were set on fire throughout the town in protest of a proposal to redraw municipal boundaries ahead of local elections. A total of 76 schools were closed as authorities attempted to ensure more buildings aren't burnt.,http://www.702.co.za/articles/13360/burning-of-schools-in-vuwani-over-demarcation-protests-must-be-resolved,https://www.huffingtonpost.co.za/2018/05/05/education-dept-to-explain-why-only-8-of-31-torched-vuwani-schools-rebuilt_a_23427622/; https://airtable.com/tbln9lF6oskIioYUa/viwSCy5RcsHbxRzyf/recj60bOzkUqncxf2,-23.135238,30.4213592,Town,"Primary School,Secondary School",Vandalism or property damage,"Students,Parents or Guardians,Community Members",Government policy,Local government,school closure,South Africa-108
South Africa-October-2018,South Africa,24-Oct-18,Flagstaff,Ndaliso Senior Secondary School,Grade 12 students protest by torching the administration block of school after some students received advice to wait a year to write their exam.s,https://www.talkofthetown.co.za/2018/10/24/school-burnt-deputy-principal-assaulted-in-matric-rampage/,https://www.rnews.co.za/article/grade-12-learners-torch-ndaliso-high-school-buildings-over-matric-exams,-31.15045,29.65184,Town,Secondary School,"Protest or demonstration,Vandalism or property damage",Students,Accreditation or other school policies,School authority,,South Africa-112
South Africa-July-2015,South Africa,27-Jul-15,Stellenbosch,Stellenbosch Unveristy,Student protest in lecture hall over university language policy.,http://www.news24.com/SouthAfrica/News/Students-protest-in-Stellenbosch-over-language-20150727,https://www.youtube.com/watch?v=SptEXkVpKWg&feature=youtu.be,-33.932808,18.864447,Town,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,South Africa-65
South Africa-January-2008,South Africa,15-Jan-08,Colridge,North-West Christian School,Students protest admissions policy of school and that school fees were raised and parents could no longer afford costs,https://mg.co.za/article/2008-01-15-protest-over-admission-policy-at-north-west-school,,-26.12702,27.96099,Town,Secondary School,Protest or demonstration,Students,School fees,School authority,,South Africa-47
South Africa-March-2018,South Africa,19-Mar-18,Westville,University of KwaZulu-Nata,500 UKZN students boycotted classes and protested living conditions and security issues at their dorm rooms. Many claimed they had not yet received their financial aid and complained about the cafeteria being too expensive. This link has a video.,https://www.timeslive.co.za/news/south-africa/2018-03-19-students-should-even-be-able-to-watch-porn-says-ukzn-student/,,-29.817797,30.9433688,Town,College or University,"Protest or demonstration,Strike OR Boycott",Students,"School quality (food, water, electricity)","School authority,Federal government","Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-160
South Africa-March-2016,South Africa,15-Mar-16,Newcastle,"Amajuba TVET College,Newtech Campus",Students denied examinations due to financial constraints.  Student protest in the rain by burning a tire in the street.  Police were called and used rubber bullets to disperse the crowd.,https://newcastleadvertiser.co.za/83708/students-protesting-through-bullets-and-fire/,,-27.729851,29.9563798,Town,Vocational or Technical Schools,Protest or demonstration,Students,"School fees,Accreditation or other school policies",School authority,,South Africa-43
South Africa-June-2009,South Africa,3-Jun-09,Lamontville,Msizi Dube Primary School,Students and parents protest for the removal of a teacher who has been accused of beating a student.,https://www.pressreader.com/south-africa/daily-news/20090604/281586646565853,,-29.93387,30.93523,Town,Primary School,Protest or demonstration,"Students,Parents or guardians",Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",South Africa-141
South Africa-April-2016,South Africa,20-Apr-16,Grahamstown,Rhodes University,Students protesting over a list of rapists that was circulating online. Students protested rape culture. Police used pepper spray and arrested at least three students.,https://www.timeslive.co.za/news/south-africa/2016-04-20-students-protesting-over-list-of-alleged-rapists-arrested-at-rhodes-university/,https://www.timeslive.co.za/news/south-africa/2016-04-20-see-the-latest-pics-from-rhodesshutdown/,-33.313591,26.5163135,Town,College or University,"Protest or demonstration,Online activism","Students,Teachers or Academic Staff",Violence against women,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-54
South Africa-September-2014,South Africa,3-Sep-14,Westville,"University of KwaZulu-Natal,Westville Campus",Students boycott classes; over increase in registration fees,http://highwaymail.co.za/169618/ukzn-student-protests-continue/,,-29.822003,30.9474747,Town,College or University,Protest or demonstration,Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-91
South Africa-February-2015,South Africa,10-Feb-15,Lephalale,Lephalale Technical and Vocational Educations and Training,"Student's protest by disrupting traffic. They threw stones and trash cans at oncoming traffic. The students were protesting how understaffed their school was. Police were called, but were locked out by the students.",http://noordnuus.co.za/articles/news/29218/2015-02-13/student-protests-turn-violent?highlight=,,-23.682528,27.6861959,Town,Vocational or Technical Schools,"Vandalism or property damage,Road block or occupation",Students,Accreditation or other school policies,School authority,school closure,South Africa-106
South Africa-August-2018,South Africa,9-Aug-18,Makhanda,Rhodes University,Student commits suicide after being raped on campus. Students then hold a march called Total ShutDown march and participate online as well. Thousands of women across the country have participated in the marches.,https://www.cnn.com/2018/08/09/africa/south-african-student-suicide-rape/index.html,,-33.313591,26.5163135,Town,College or University,"Protest or demonstration,March","Students,Community Members",Violence against women,Federal government,,South Africa-137
South Africa-September-2017,South Africa,12-Sep-17,Oudtshoorn,South Cape College,Student protesting in front of police station over arrest of pregnant student who had been protesting at school earlier that day.,https://www.oudtshoorncourant.com/News/Article/General/angry-students-protest-20170912,,-33.593075,22.2064296,Town,College or University,Protest or demonstration,Students,Solidarity protest,Regional government,,South Africa-61
South Africa-February-2014,South Africa,28-Feb-14,Modimolle,Solomon Mahlangu High School,Students skipped class to join community protest after finding exam papers in toilet. Demanding removal of teachers from school,http://thebeat2.linmedia.co.za/articles/news/23523/2014-02-28/solomon-mahlangu-high-school-is-a-hotbed-of-rumours,,-24.688861,28.4478235,Town,Secondary School,,,,,,South Africa-60
South Africa-May-2017,South Africa,11-May-17,Standerton,Gert Sibande College,Student protest over answers to accommodation and travelling costs,https://standertonadvertiser.co.za/53123/students-gert-sibande-campuses-protest-accommodation-travelling-costs/,,-26.938069,29.250164,Town,College or University,Protest or demonstration,Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-32
South Africa-August-2016,South Africa,30-Aug-16,Richards Bay,University of Zululand,school closed; protest by students and staff; disputing proposed salary scale adjustments and benefits for employees,https://zululandobserver.co.za/122248/unizulu-closes-main-campus-as-protest-action-rages-on/,,-28.852379,31.849065,Town,College or University,"Protest or demonstration,Vandalism or property damage,Road block or occupation","Students,Teachers or academic staff,Non-academic staff","School quality (food, water, electricity)",School authority,school closure,South Africa-101
South Africa-February-2018,South Africa,16-Feb-18,KwaDlangezwa,"University of Zululand,KwaDlangezwa Campus",Lectures disrupted by student protest over unpaid food and transportation allowances.,https://zululandobserver.co.za/165186/student-protest-halts-operations-unizulu/,,-28.852972,31.8499821,Town,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,South Africa-115
South Africa-August-2018,South Africa,15-Aug-18,Khayelitsha,Molly Blackburn Secondary School,"Students protested teacher shortages at their school. Protesters burnt tires, sang songs, and changed outside the front gate of the school.",https://www.news24.com/SouthAfrica/News/uitenhage-pupils-protest-outside-school-over-teacher-shortages-20180815,,-34.037444,18.6769451,Town,Secondary School,"Protest or demonstration,Vandalism or property damage,Road block or occupation",Students,"School quality (food, water, electricity)",School authority,,South Africa-153
South Africa-February-2014,South Africa,28-Feb-14,Groblersdal,Sekhukhune FET College,300 students participate in peaceful protest over protesting NSFAS aid reduction.,https://steelburgernews.co.za/24074/phatudi-campus-protest/,,-25.167371,29.398692,Town,College or University,Protest or demonstration,Students,School fees,School authority,,South Africa-58
South Africa-May-2018,South Africa,26-May-18,Groblersdal,Leriane Secondary School,The administrative block of Leriane Secondary school was torched by protestors. It is alleged that the protest consisted of a group of community members which have been completing protest actions for a week - including blocking a major rod.,https://www.news24.com/SouthAfrica/News/another-school-torched-as-zaaiplaas-protests-continue-20180526,,-25.125506,29.7269376,Town,Secondary School,"Vandalism or property damage,Road block or occupation",Community Members,Other,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",South Africa-156
South Africa-March-2014,South Africa,19-Mar-14,Newcastle,Amajuba TVET College,"""Student strike for two weeks over ""miscommunication led students taking to the streets and causing chaos."" Librarian attacked by protesting students who tried to take over library.",http://newcastleadvertiser.co.za/18177/amajuba-college-strikers-get-what-they-want/,,-27.748886,30.0369112,Town,Vocational or Technical Schools,"Strike or boycott,March",Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred,school closure",South Africa-45
South Africa-September-2015,South Africa,1-Sep-15,Stellenbosch,Eisenburg Agricultural Training Institute,Students protest language policy. Article cites violence during protest.,http://www.vocfm.co.za/student-injured-in-stellenbosch-protest/,,-33.847362,18.8347587,Town,College or University,Protest or demonstration,Students,"Accreditiation or other school policies,Ethnic issues",School authority,,South Africa-26
South Africa-February-2014,South Africa,3-Feb-14,Sanderton,Gert Sibande College,Students protest the elimination of their Students Representative Council (SRC),https://ridgetimes.co.za/10409/students-protest-against-student-support-office/,,-26.938069,29.250164,Town,College or University,"Protest or demonstration,Strike OR Boycott",Students,"Accreditation or other school policies, Elections",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-31
South Africa-June-2018,South Africa,5-Jun-18,Thaba Nchu,Bartimea School for the Deaf and Blind,Students blocked entrance and rioted because of a fence constructed between male and female hostels,http://www.bloemfonteincourant.co.za/bartimea-school-for-deaf-and-blind-in-flames/,,-29.211779,26.813691,Town,Secondary School,"Protest or demonstration,Riot,Vandalism or property damage,Road block or occupation",Students,Other,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-10
South Africa-February-2016,South Africa,25-Feb-16,Mahikeng,North-West University,Students cause campus closure after burning down several buildings during protest. This protest is apart of the FeesMustFall movement where students are demanding lower tuition and more housing,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=101&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=400553&docNo=102,https://www.foxnews.com/world/top-south-african-university-closes-after-protests,-25.82543,25.61108,Town,College or University,"Protest or demonstration,Vandalism or property damage,School closure",Students,"School fees,School quality (food, water, electricity)",School authority,,South Africa-129
South Africa-February-2015,South Africa,18-Feb-15,Emalahleni,Tshwane University of Technology,Students protest over funding. Students burn debris and sing in protest on campus.,https://witbanknews.co.za/35819/video-tut-students-burn-debris-toyi-toyi-singing-freedom-songs/,,-25.877073,29.2366058,Town,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,South Africa-72
South Africa-July-2018,South Africa,31-Jul-18,Randfontein,Westcol,500 Students marched to Westcol Corporate Park to demand answers about limitations imposed on students at the college.,https://randfonteinherald.co.za/280629/westcol-students-on-strike/,,-26.199151,27.6786847,Town,Public Space,March,Students,Accreditation or other school policies,School authority,,South Africa-121
South Africa-June-2018,South Africa,11-Jun-18,Mpumalanga,Siyathokoza Senior Secondary School; Thabana Senior Phase School,"Two secondary schools were burnt down over the weekend, by a crowd of community members who were upset with the election in the area.",http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=276&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=312439&docNo=283,https://www.iol.co.za/news/south-africa/mpumalanga/two-schools-burnt-allegedly-over-outcome-of-by-election-15405143,-25.565336,30.5279096,Town,Secondary School,Vandalism or property damage,Community Members,Elections,Local government,school closure,South Africa-134
South Africa-February-2014,South Africa,24-Feb-14,Uitenhage,East Cape Midlands College,Students protesting being evicted by landlords because they couldn't pay rent after national Student Aid Scheme reduced aid; student protested funding reduction,http://uitenhage.org.za/2014/03/college-students-protest-bursary-cuts-evictions/,https://www.youtube.com/watch?v=QNfeEMUlmhc,-33.766222,25.3914776,Town,College or University,Protest or demonstration,Students,"School fees, accreditation or other school policies",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-24
South Africa-March-2017,South Africa,17-Mar-17,Pinetown,"University of KwaZulu-Natal,Edgewood campus",This article warning people to stay away from college because students are protesting. Riot team was noted as being on site.,https://highwaymail.co.za/253813/students-protest-edgewood-college/,,-29.825144,30.837308,Town,College or University,Protest or demonstration,Students,Other,,,South Africa-93
South Africa-January-2007,South Africa,11-Jan-07,Bosmont,Chris J Both School,"80 students and parents gathered outside of school on the first day to demand the firing of ""bad"" teachers. They also asked for the grade 10 & 11 failed student to move up to the next class. The school's 95% failure rate sparked the protest",https://www.iol.co.za/news/south-africa/protest-at-school-with-95-failure-rate-310496,,-26.18965,27.96031,Town,Secondary School,Protest or demonstration,"Students,Parents or guardians","School quality (food, water, electricity)",School authority,,South Africa-142
South Africa-October-2016,South Africa,18-Oct-16,Mossel Bay,South Cape College,Students protesting to demand money allegedly promised to them in September from NSFAS for accommodation and transport,https://www.mosselbayadvertiser.com/news/News/General/174555/Students-protest-at-South-Cape-College,,-34.184878,22.0975548,Town,College or University,Protest or demonstration,Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-62
South Africa-April-2015,South Africa,15-Apr-15,Richards Bay,University of Zululand,"Student strike over funding problems, understaffed dining and lecture halls, lack of maintenance in residences, campus security. Police deployed to campus.",http://zululandobserver.co.za/65216/student-march-turns-violent/,,-28.852379,31.849065,Town,College or University,Strike OR Boycott,Students,"School quality (food, water, electricity)",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-100
South Africa-August-2018,South Africa,13-Aug-18,Flagstaff,Meyisi Secondary School,Pupils at school protested using violence and vandalism in hopes of having their teacher reinstated. The school has closed indefinitely due to the student violence. The students stone their principal and his car during the protest. It is also alleged that the pupils were drunk during this protest. Over the past two weeks pupils have hosted a number of protests calling for their teacher to be reappointed.,https://www.thesouthafrican.com/pupils-attack-principal-police-eastern-cape-school/,,-31.079582,29.4933682,Town,Secondary School,Vandalism or property damage,Students,Accreditation or other school policies,School authority,"Arrest or detention,school closure",South Africa-157
South Africa-May-2018,South Africa,25-May-18,Groblersdal,Rehlahlilwe Primary School,Five are arrested after protest which burned police van and the administrative block of the primary school. The group of protesters consists of people ages 28-50.,https://www.news24.com/SouthAfrica/News/limpopo-primary-school-police-van-torched-by-residents-on-rampage-20180525,,-25.11383,29.758,Town,Primary School,Vandalism or Property Damage,Community Members,Other,School authority,,South Africa-165
South Africa-February-2015,South Africa,12-Feb-15,Khakhanwa,Johannes Ramavhoya Secondary School,Secondary schools being burned; many school closures in the area. Classes conducted under trees.,https://www.limpopomirror.co.za/articles/news/29129/2015-02-12/another-school-set-alight-during-malamulele-protests,,-23.01342,30.61093,Village,Secondary School,"Protest or demonstration,Vandalism or property damage",Community Members,Government policy,Local government,"Non-lethal violence (e.g., tear gas, rubber bullets)",South Africa-37
South Africa-August-2014,South Africa,13-Aug-14,"Pretoria, Mbombela, Johannesburg",Tshwane University of Technology,"Following 2 weeks of protests by student over National Student Financial Aid Scheme & poor residence conditions, all three campuses of Tshwane University of Technical School closes.",http://witsvuvuzela.com/2012/08/24/violent-protests-shut-down-tut-2/,,-25.499896,30.9561255,Major Urban Area,College or University,"Protest or demonstration,Vandalism or property damage,School closure",Students,School fees,"School authority,Federal government",,South Africa-70
