Protest Name,Country Name,Date,Locality Name,Geographic Context (F1),School Name,Protest Location (F2),Description of Protest,Primary Source,Additional Sources,Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),LAT,LONG
South Africa-October-2018,South Africa,"October 24, 2018",Flagstaff,Town,Ndaliso Senior Secondary School,Secondary School,Grade 12 students protest by torching the administration block of school after some students received advice to wait a year to write their exam.s,https://www.talkofthetown.co.za/2018/10/24/school-burnt-deputy-principal-assaulted-in-matric-rampage/,https://www.rnews.co.za/article/grade-12-learners-torch-ndaliso-high-school-buildings-over-matric-exams,"Protest,Property damage",Students,Accreditation / school policies,School authority,,-31.15045,29.65184
South Africa-July-2015,South Africa,"July 27, 2015",Stellenbosch,Town,Stellenbosch Unveristy,College or University,Student protest in lecture hall over university language policy.,http://www.news24.com/SouthAfrica/News/Students-protest-in-Stellenbosch-over-language-20150727,https://www.youtube.com/watch?v=SptEXkVpKWg&feature=youtu.be,Protest,Students,Accreditation / school policies,School authority,,-33.932808,18.864447
South Africa-January-2008,South Africa,"January 15, 2008",Colridge,Town,North-West Christian School,Secondary School,Students protest admissions policy of school and that school fees were raised and parents could no longer afford costs,https://mg.co.za/article/2008-01-15-protest-over-admission-policy-at-north-west-school,,Protest,Students,School fees,School authority,,33.6356042,-112.15036
South Africa-March-2018,South Africa,"March 19, 2018",Westville,Town,University of KwaZulu-Nata,College or University,500 UKZN students boycotted classes and protested living conditions and security issues at their dorm rooms. Many claimed they had not yet recieved their financial aid and complained about the cafeteria being too expensive. This link has a video.,https://www.timeslive.co.za/news/south-africa/2018-03-19-students-should-even-be-able-to-watch-porn-says-ukzn-student/,,"Protest,Strike / boycott",Students,School quality,"School authority,Federal government",Non-lethal violence,-29.817797,30.9433688
South Africa-March-2016,South Africa,"March 15, 2016",Newcastle,Town,"Amajuba TVET College,Newtech Campus",Technical School,Students denied examinations due to financial constraints.  Student protest in the rain by burning a tire in the street.  Police were called and used rubber bullets to disperse the crowd.,https://newcastleadvertiser.co.za/83708/students-protesting-through-bullets-and-fire/,,Protest,Students,"School fees,Accreditation / school policies",School authority,,-27.729851,29.9563798
South Africa-June-2009,South Africa,"June 3, 2009",Lamontville,Town,Msizi Dube Primary School,Primary School,Students and parents protest for the removal of a teacher who has been accused of beating a student.,https://www.pressreader.com/south-africa/daily-news/20090604/281586646565853,,Protest,"Students,Parents / Guardians",Accreditation / school policies,School authority,"Non-lethal violence,Arrest / detention",-29.93387,30.93523
South Africa-April-2016,South Africa,"April 20, 2016",Grahamstown,Town,Rhodes University,College or University,Students protesting over a list of rapists that was circulating online. Students protested rape culture. Police used pepper spray and arrested at least three students.,https://www.timeslive.co.za/news/south-africa/2016-04-20-students-protesting-over-list-of-alleged-rapists-arrested-at-rhodes-university/,https://www.timeslive.co.za/news/south-africa/2016-04-20-see-the-latest-pics-from-rhodesshutdown/,"Protest,Online activism","Students,Teachers / staff",Violence against women,School authority,Non-lethal violence,-33.313591,26.5163135
South Africa-September-2014,South Africa,"September 3, 2014",Westville,Town,"University of KwaZulu-Natal,Westville Campus",College or University,Students boycott classes; over increase in registration fees,http://highwaymail.co.za/169618/ukzn-student-protests-continue/,,Protest,Students,School fees,School authority,Non-lethal violence,-29.822003,30.9474747
South Africa-February-2015,South Africa,"February 10, 2015",Lephalale,Town,Lephalale Technical and Vocational Educations and Training,Technical School,"Student's protest by disrupting traffic. They threw stones and trashcans at oncoming traffic. The students were protesting how understaffed their school was. Police were called, but were locked out by the students.",http://noordnuus.co.za/articles/news/29218/2015-02-13/student-protests-turn-violent?highlight=,,"Property damage,Road block / occupation",Students,Accreditation / school policies,School authority,School closure,-23.682528,27.6861959
South Africa-August-2018,South Africa,"August 9, 2018",Makhanda,Town,Rhodes University,College or University,Student commits suicide after being raped on campus. Students then hold a march called TotalShutDown march and participate online as well. Thousands of women across the country have participated in the marches.,https://www.cnn.com/2018/08/09/africa/south-african-student-suicide-rape/index.html,,"Protest,March","Students,Community members",Violence against women,Federal government,,-33.313591,26.5163135
South Africa-September-2017,South Africa,"September 12, 2017",Oudtshoorn,Town,South Cape College,College or University,Student protesting in front of police station over arrest of pregnant student who had been protesting at school earlier that day.,https://www.oudtshoorncourant.com/News/Article/General/angry-students-protest-20170912,,Protest,Students,Solidarity protest,Regional government,,-33.593075,22.2064296
South Africa-February-2014,South Africa,"February 28, 2014",Modimolle,Town,Solomon Mahlangu High School,Secondary School,Students skipped class to join community protest after finding exam papers in toilet. Demanding removal of teachers from school,http://thebeat2.linmedia.co.za/articles/news/23523/2014-02-28/solomon-mahlangu-high-school-is-a-hotbed-of-rumours,,,,,,,-24.688861,28.4478235
South Africa-May-2017,South Africa,"May 11, 2017",Standerton,Town,Gert Sibande College,College or University,Student protest over answers to accommodation and travelling costs,https://standertonadvertiser.co.za/53123/students-gert-sibande-campuses-protest-accommodation-travelling-costs/,,Protest,Students,School fees,School authority,Non-lethal violence,-26.938069,29.250164
South Africa-August-2016,South Africa,"August 30, 2016",Richards Bay,Town,University of Zululand,College or University,school closed; protest by students and staff; disputing proposed salary scale adjustments and benefits for employees,https://zululandobserver.co.za/122248/unizulu-closes-main-campus-as-protest-action-rages-on/,,"Protest,Property damage,Road block / occupation","Students,Teachers / staff,Non-academic staff",School quality,School authority,School closure,-28.852379,31.849065
South Africa-February-2018,South Africa,"February 16, 2018",KwaDlangezwa,Town,"University of Zululand,KwaDlangezwa Campus",College or University,Lectures disrupted by student protest over unpaid food and transportation allowances.,https://zululandobserver.co.za/165186/student-protest-halts-operations-unizulu/,,Protest,Students,Accreditation / school policies,School authority,,-28.852972,31.8499821
South Africa-August-2018,South Africa,"August 15, 2018",Khayelitsha,Town,Molly Blackburn Secondary School,Secondary School,"Students protested teacher shortages at their school. Protesters burnt tires, sang songs, and changed outside the front gate of the school.",https://www.news24.com/SouthAfrica/News/uitenhage-pupils-protest-outside-school-over-teacher-shortages-20180815,,"Protest,Property damage,Road block / occupation",Students,School quality,School authority,,-34.037444,18.6769451
South Africa-February-2014,South Africa,"February 28, 2014",Groblersdal,Town,Sekhukhune FET College,College or University,300 students participate in peaceful protest over protesting NSFAS aid reduction.,https://steelburgernews.co.za/24074/phatudi-campus-protest/,,Protest,Students,School fees,School authority,,-25.167371,29.398692
South Africa-May-2018,South Africa,"May 26, 2018",Groblersdal,Town,Leriane Secondary School,Secondary School,The administrative block of Leriane Secondary school was torched by protestors. It is alleged that the protest consisted of a group of community members which have been completing protest actions for a week - including blocking a major rod.,https://www.news24.com/SouthAfrica/News/another-school-torched-as-zaaiplaas-protests-continue-20180526,,"Property damage,Road block / occupation",Community members,Other,School authority,"Non-lethal violence,Arrest / detention",-25.125506,29.7269376
South Africa-March-2014,South Africa,"March 19, 2014",Newcastle,Town,Amajuba TVET College,Technical School,"""Student strike for two weeks over ""miscommunication led students taking to the streets and causing chaos."" Librarian attacked by protesting students who tried to take over library.",http://newcastleadvertiser.co.za/18177/amajuba-college-strikers-get-what-they-want/,,"Strike / boycott,March",Students,School fees,School authority,"Non-lethal violence,Injury occurred,School closure",-27.748886,30.0369112
South Africa-September-2015,South Africa,"September 1, 2015",Stellenbosch,Town,Eisenburg Agricultural Training Institute,College or University,Students protest language policy. Article cites violence during protest.,http://www.vocfm.co.za/student-injured-in-stellenbosch-protest/,,Protest,Students,"Accreditation / school policies,Ethnic issues",School authority,,-33.847362,18.8347587
South Africa-February-2014,South Africa,"February 3, 2014",Sanderton,Town,Gert Sibande College,College or University,Students protest the elimination of their Students Representative Council (SRC),https://ridgetimes.co.za/10409/students-protest-against-student-support-office/,,"Protest,Strike / boycott",Students,"Accreditation / school policies, Elections",School authority,Non-lethal violence,-26.938069,29.250164
South Africa-June-2018,South Africa,"June 5, 2018",Thaba Nchu,Town,Bartimea School for the Deaf and Blind,Secondary School,Students blocked entrance and rioted because of a fence constructed between male and female hostels,http://www.bloemfonteincourant.co.za/bartimea-school-for-deaf-and-blind-in-flames/,,"Protest,Riot,Property damage,Road block / occupation",Students,Other,School authority,Non-lethal violence,-29.211779,26.813691
South Africa-February-2016,South Africa,"February 25, 2016",Mahikeng,Town,North-West University,College or University,Students cause campus closure after burning down several buildings during protest. This protest is apart of the FeesMustFall movement where students are demading lower tuition and more housing,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=101&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=400553&docNo=102,https://www.foxnews.com/world/top-south-african-university-closes-after-protests,"Protest,Property damage,School closure",Students,"School fees,School quality",School authority,,-25.82543,25.61108
South Africa-February-2015,South Africa,"February 18, 2015",Emalahleni,Town,Tshwane University of Technology,College or University,Students protest over funding. Students burn debris and sing in protest on campus.,https://witbanknews.co.za/35819/video-tut-students-burn-debris-toyi-toyi-singing-freedom-songs/,,Protest,Students,Accreditation / school policies,School authority,,-25.877073,29.2366058
South Africa-July-2018,South Africa,"July 31, 2018",Randfontein,Town,Westcol,Public Space,500 Students marched to Westcol Corporate Park to demand answers about limitations imposed on students at the college.,https://randfonteinherald.co.za/280629/westcol-students-on-strike/,,March,Students,Accreditation / school policies,School authority,,-26.199151,27.6786847
South Africa-June-2018,South Africa,"June 11, 2018",Mpumalanga,Town,Siyathokoza Senior Secondary School; Thabana Senior Phase School,Secondary School,"Two secondary schools were burnt down over the weekend, by a crowd of community members who were upset with the election in the area.",http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=276&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=312439&docNo=283,https://www.iol.co.za/news/south-africa/mpumalanga/two-schools-burnt-allegedly-over-outcome-of-by-election-15405143,Property damage,Community members,Elections,Local government,School closure,-25.565336,30.5279096
South Africa-February-2014,South Africa,"February 24, 2014",Uitenhage,Town,East Cape Midlands College,College or University,Students protesting being evicted by landlords because they couldn’t pay rent after national Student Aid Scheme reduced aid; student protested funding reduction,http://uitenhage.org.za/2014/03/college-students-protest-bursary-cuts-evictions/,https://www.youtube.com/watch?v=QNfeEMUlmhc,Protest,Students,"School fees, Accreditation / school policies",School authority,Non-lethal violence,-33.766222,25.3914776
South Africa-March-2017,South Africa,"March 17, 2017",Pinetown,Town,"University of KwaZulu-Natal,Edgewood campus",College or University,This article warning people to stay away from college because students are protesting. Riot team was noted as being on site.,https://highwaymail.co.za/253813/students-protest-edgewood-college/,,Protest,Students,Other,,,-29.825144,30.837308
South Africa-January-2007,South Africa,"January 11, 2007",Bosmont,Town,Chris J Both School,Secondary School,"80 students and parents gathered outside of school on the first day to demand the firing of ""bad"" teachers. They also asked for the grade 10 & 11 failed student to move up to the next class. The school's 95% failure rate sparked the protest",https://www.iol.co.za/news/south-africa/protest-at-school-with-95-failure-rate-310496,,Protest,"Students,Parents / Guardians",School quality,School authority,,-26.18965,27.96031
South Africa-October-2016,South Africa,"October 18, 2016",Mossel Bay,Town,South Cape College,College or University,Students protesting to demand money allegedly promised to them in September from NSFAS for accommodation and transport,https://www.mosselbayadvertiser.com/news/News/General/174555/Students-protest-at-South-Cape-College,,Protest,Students,School fees,School authority,Non-lethal violence,-34.184878,22.0975548
South Africa-April-2015,South Africa,"April 15, 2015",Richards Bay,Town,University of Zululand,College or University,"Student strike over funding problems, understaffed dining and lecture halls, lack of maintenance in residences, campus security. Police deployed to campus.",http://zululandobserver.co.za/65216/student-march-turns-violent/,,Strike / boycott,Students,School quality,School authority,Non-lethal violence,-28.852379,31.849065
South Africa-August-2018,South Africa,"August 13, 2018",Flagstaff,Town,Meyisi Secondary School,Secondary School,Pupils at school protested using violence and vandalism in hopes of having their teacher reinstated. The school has closed indefinitely due to the student violence. The students stone their principal and his car during the protest. It is also alleged that the pupils were drunk during this protest. Over the past two weeks pupils have hosted a number of protests calling for their teacher to be reappointed.,https://www.thesouthafrican.com/pupils-attack-principal-police-eastern-cape-school/,,Property damage,Students,Accreditation / school policies,School authority,"Arrest / detention,School closure",-31.079582,29.4933682
South Africa-May-2018,South Africa,"May 25, 2018",Groblersdal,Town,Rehlahlilwe Primary School,Primary School,Five are arrested after protest which burned police van and the administrative block of the primary school. The group of protesters consists of people ages 28-50.,https://www.news24.com/SouthAfrica/News/limpopo-primary-school-police-van-torched-by-residents-on-rampage-20180525,,Property damage,Community members,Other,School authority,,-25.11383,29.758
South Africa-February-2015,South Africa,"February 12, 2015",Khakhanwa,Village,Johannes Ramavhoya Secondary School,Secondary School,Secondary schools being burned; many school closures in the area. Classes conducted under trees.,https://www.limpopomirror.co.za/articles/news/29129/2015-02-12/another-school-set-alight-during-malamulele-protests,,"Protest,Property damage",Community members,Government policy,Local government,Non-lethal violence,-23.01342,30.61093
South Africa-August-2014,South Africa,"August 13, 2014","Pretoria, Mbombela, Johannesburg",Major Urban Area,Tshwane University of Technology,College or University,"Following 2 weeks of protests by student over National Student Financial Aid Scheme & poor residence conditions, all three campuses of Tshwane University of Technical School closes.",http://witsvuvuzela.com/2012/08/24/violent-protests-shut-down-tut-2/,,"Protest,Property damage,School closure",Students,School fees,"School authority,Federal government",,-25.499896,30.9561255
South Africa-June-2007,South Africa,"June 14, 2007",,Major Urban Area,Congress of South African Trade Unions,Secondary School,Medical and Teaching fraternities are striking for higher wages.,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=126&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=312418&docNo=138,http://news.bbc.co.uk/2/hi/africa/6747061.stm,Strike / boycott,"Teachers / staff,Community members",Staff working conditions,Federal government,,-30.559482,22.937506
South Africa-September-2018,South Africa,"September 18, 2018",Johannesburg,Capital City,North West Secondary School,Secondary School,Teachers speak out against lack of protection within schools.,https://www.news24.com/SouthAfrica/News/sadtu-threatens-to-strike-if-teachers-arent-protected-in-schools-20180918-2,,,,,,Non-lethal violence,-26.146577,28.0833454
South Africa-September-2014,South Africa,"September 23, 2014",Mbombela,Capital City,Tshwane University of Technology,College or University,Students set 18 cars on fire in protest over 10% increase in class fees. Campus closing following violent protests. Student's protesting a 10% increase in school fees.,https://lowvelder.co.za/224763/local-tut-campus-also-closes-due-student-protest/,,"Protest,Property damage,School closure",Students,School fees,School authority,,-25.499896,30.9561255
South Africa-September-2017,South Africa,"September 19, 2017",Cape Town,Capital City,Cape Town University,College or University,"""Lone protester"" attempts to shut school down. Student allegedly affiliated to protests against outsourcing workers on campus.",https://www.timeslive.co.za/news/south-africa/2017-09-19-lone-protester-tries-to-shut-down-uct/,,Protest,Students,,School authority,Non-lethal violence,-33.957652,18.4611991
South Africa-October-2015,South Africa,"October 21, 2015",Cape Town; Johannesburg,Capital City,Parliament of Republic of South Africa Building,Government Property,Hundreds of students stormed parliament precinct in Cape Town to protest school fees increase,https://www.abc.net.au/news/2015-10-22/south-african-police-hurl-teargas-at-student-protesters/6874924,,Protest,Students,School fees,Federal government,,-26.204103,28.0473051
South Africa-March-2008,South Africa,"March 12, 2008",Bloemfontein,Capital City,University of the Free State,Public Space,"More than 300 students gather in central Tswane to stage a protest against racism and the slow pace of transformation in high education. On the same day, workers at Free State demonstrated outside the main building of the university.",http://www.universityworldnews.com/article.php?story=20080321154425687,,"Protest,March","Students,Non-academic staff",Accreditation / school policies,School authority,"Non-lethal violence,Injury occurred",-29.108359,26.1803685
South Africa-February-2009,South Africa,"February 12, 2009",Pretoria,Capital City,"Tshwane University of Technology,Pretoria campus",College or University,"Students and a journalist were injured by police during a protest. The protest was organized by  National Education, Health and Allied Workers' Union (NEHAWU),",https://www.sanews.gov.za/features/tut-staff-students-injured-protest-march,,Protest,Students,Other,,,-25.732208,28.1618717
South Africa-July-2015,South Africa,"July 30, 2015",Johannesburg,Capital City,Ekurhuleni West College,College or University,Students protest after receiving letters that bursar wont pay their fees because the bursary funds have been depleted.,https://kemptonexpress.co.za/82106/police-monitor-student-protest-at-ewc/,,Protest,Students,School fees,School authority,,-26.209477,28.1570424
South Africa-January-2014,South Africa,"January 27, 2014",Johannesburg,Capital City,University of Johannesburg,College or University,"""Student demonstrating at University over ""financial exclusion"". The students say they want funding made available before cut off date of registration.",http://ewn.co.za/2014/01/27/UJ-students-demonstrate-over-funding,https://northcliffmelvilletimes.co.za/172008/no-registration-for-uj-nsfas-students/,Protest,Students,School fees,School authority,Arrest / detention,-26.179221,28.0090104
South Africa-February-2015,South Africa,"February 13, 2015",Cape Town,Capital City,Cape Peninsula University of Technology,College or University,Management refused to allow students to register for classes without paying fees for previous years. Students claim they have no money.,http://www.vocfm.co.za/cput-src-agree-resolutions-after-protest/,,Protest,Students,School fees,School authority,,-33.932421,18.6406446
South Africa-August-2010,South Africa,"August 27, 2010",Johannesburg,Capital City,Johannesburg,Public Space,Teachers and other public service workers strike for over 9 days calling for their wages to be paid.,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T28081180628&format=GNBFI&sort=RELEVANCE&startDocNo=176&resultsUrlKey=29_T28081180632&cisb=22_T28081180631&treeMax=true&treeWidth=0&csi=10939&docNo=183,https://www.thetimes.co.uk/article/thousands-take-to-streets-as-unions-threaten-shutdown-of-rainbow-nation-qnxpk3jshjd,Strike / boycott,"Teachers / staff,Community members",Staff working conditions,Federal government,,-26.204103,28.0473051
South Africa-September-2018,South Africa,"September 20, 2018",Johannesburg,Capital City,Montash South Africa,College or University,Protest of 150 students prompted by the proposal for their school to be aquired by ADvTECH.,https://roodepoortnorthsider.co.za/282463/monash-students-protest-sale-school/,https://roodepoortnorthsider.co.za/281803/monash-south-africa-students-furious-over-change/,Protest,Students,Accreditation / school policies,Private entity,Non-lethal violence,-26.083342,27.876455
South Africa-September-2017,South Africa,"September 19, 2017",Cape Town,Capital City,Masibambane High School,Secondary School,Student protest against the school's hair and clothing protest. The student demonstrated amid violent taxi strikes in the area on monday.,https://ewn.co.za/2017/09/19/masibambane-school-learners-protest-hair-policy,,Protest,Students,Accreditation / school policies,School authority,,-33.843821,18.7489844
South Africa-February-2008,South Africa,"February 29, 2008",Bloemfontein,Capital City,University of the Free State,College or University,Student protest organized by the SRC to condemn the racist incident at Free State.,https://www.news.uct.ac.za/article/-2008-02-29-vc-joins-students-in-protest,,Protest,Students,Accreditation / school policies,School authority,Non-lethal violence,-29.108359,26.1803685
South Africa-February-2015,South Africa,"February 4, 2015",Johannesburg,Capital City,"Tshwane University of Technology,Soshanguve Campus",College or University,"Students protest over funding.
“A group of protesters started marching from the side of the school. They came running to students chilling outside. They tried running away, but some of them were forced to join the march,” one of the students told City Press.""
School closure as a result of this protest.",http://www.news24.com/SouthAfrica/News/TUT-closed-as-students-protest-over-funding-20150204,,Protest,Students,School fees,Federal government,School closure,-25.540259,28.0968946
South Africa-September-2016,South Africa,"September 30, 2016",Johannesburg,Capital City,Congress of South African Schools,Public Space,COSAS marched to Johannesburg stock exchange to protest cost of tertiary education.,https://sandtonchronicle.co.za/166152/the-youth-want-to-be-heard,,"Protest,March",Students,"School fees, Accreditation / school policies",School authority,"Non-lethal violence,Arrest / detention",-26.204103,28.0473051
South Africa-October-2007,South Africa,"October 3, 2007",Johannesburg,Capital City,Univeristy of Witwatersrant,College or University,Student stormed lecture halls to disrupt classes. Protesting school fees. Police were called and fired rubber bullets at students.Nearly 500 students reported at protest.,https://mg.co.za/article/2007-10-03-chaos-at-wits-during-student-protests,,Protest,Students,School fees,School authority,Non-lethal violence,-26.191689,28.0327614
South Africa-September-2014,South Africa,"September 9, 2014",Cape Town,Capital City,Cape Peninsula University of Technology,College or University,"Students ambushed guards during a protest. The students were protesting ""the removal of a private security from campus and an insistence by student leaders that in -sourced workers [left their positions].",https://www.timeslive.co.za/news/south-africa/2017-08-31-cput-guard-sustains-head-injury-in-student-protest/,,Protest,Students,Accreditation / school policies,School authority,,-33.932421,18.6406446
South Africa-September-2016,South Africa,"September 23, 2016",Johannesburg,Capital City,Univeristy of Witwatersrant; University of Cape Town; University of Praetoria;,College or University,Overview article of FeesMustFall Movement,https://www.washingtonpost.com/news/worldviews/wp/2016/09/23/south-africas-student-protests-are-part-of-a-much-bigger-struggle/?utm_term=.c7391c46d959,,,,,,,-26.191689,28.0327614
South Africa-April-2017,South Africa,"April 20, 2017",Johannesburg,Capital City,Univeristy of Witwatersrant,College or University,"Student protesting in the road about residential issues such as poor living conditions, lack of support for rooms.",http://www.news24.com/SouthAfrica/News/wits-students-protest-over-accommodation-20170420,,"Protest,Road block / occupation",Students,School quality,School authority,,-26.191689,28.0327614
South Africa-March-2018,South Africa,"March 6, 2018",Pietermaritzburg,Capital City,University of KwaZulu-Natal,College or University,Students have stopped classes in protest of their allowances which have not been paid to them for food and accommodation,https://www.thesouthafrican.com/lectures-stopped-at-ukzn-students-protest/,,Protest,Students,Accreditation / school policies,School authority,,-29.619607,30.3959516
South Africa-May-2017,South Africa,"May 24, 2017",Johannesburg,Capital City,Univeristy of Witwatersrant,Public Space,Student protest abuse of women. Students marched in streets of Braamfontein,http://ewn.co.za/2017/05/25/students-plan-more-protests-over-women-abuse,https://www.youtube.com/watch?v=jZ6cSGYMGzA,Protest,Students,"Violence against women,Other",Federal government,"Non-lethal violence,Arrest / detention",-26.191689,28.0327614
South Africa-September-2011,South Africa,"September 26, 2011",Cape Town,Capital City,Chris Hani High School,Secondary School,Principal flees as angry students protest the brutal assault of their fellow peer by two security guards.,https://www.iol.co.za/the-star/principal-flees-angry-pupils-then-suspended-1146036,,"Protest,Riot",Students,,School authority,Injury occurred,-34.046871,18.7059795
South Africa-October-2016,South Africa,"October 4, 2016",Johannesburg,Capital City,Univeristy of Witwatersrant,College or University,Female students undress to protest police presence at university.,https://northcliffmelvilletimes.co.za/240028/watch-wits-female-students-undress-in-protest-against-police/,,Protest,Students,,Regional government,"Non-lethal violence,Arrest / detention,Police / military presence",-26.191689,28.0327614
South Africa-November-2015,South Africa,"November 11, 2015",Cape Town,Capital City,Unviersity of Western Cape,College or University,10 students arrested after violent protests on campus. Students were arrested for public violence - four guards were injured. The protest was apart of t #FeesMustFall,http://www.news24.com/SouthAfrica/News/10-students-arrested-during-uwc-protests-20151111,,"Protest,Property damage",Students,School fees,Federal government,"Non-lethal violence,Arrest / detention",-33.93352,18.627958
South Africa-September-2014,South Africa,"September 9, 2014",Johannesburg,Capital City,The Vaal University of Technology,College or University,Violent protests for over a week. Students protesting over financial aid and planned graduations. School closed.,http://ewn.co.za/2014/09/10/VUT-closed-due-to-violent-student-protests,,Protest,Students,"School fees,Accreditation / school policies",School authority,School closure,-26.710505,27.862479
South Africa-June-2013,South Africa,"June 13, 2013",Cape Town,Capital City,South Peninsula High,Government Property,"61 student dressed in uniforms protested outside the Western Cape High Court. The students protested the recent decision to close 20/27 schools, mostly rural areas ones",https://www.iol.co.za/capetimes/news/mec-slams-pupils-school-time-protest-1531949,,Protest,Students,Accreditation / school policies,Regional government,,-34.029495,18.4623779
South Africa-September-2009,South Africa,"September 24, 2009",Cape Town,Capital City,City Hall,Government Property,Student march to City Hall to demand better libraries and librarians at their school.,https://www.nytimes.com/2009/09/25/world/africa/25safrica.html,,March,Students,School quality,Regional government,"Non-lethal violence,Injury occurred,Suspension / discipline,Arrest / detention",-33.925395,18.423784
South Africa-May-2015,South Africa,"May 27, 2015",Johannesburg,Capital City,University of Witwatersrand,College or University,Overview of the numerous student protests at University of Witwatersratnt which sparked the FeesMustFall movement.,https://www.sahistory.org.za/article/university-witwatersrand-student-protests-2015-timeline,,Protest,Students,School fees,Federal government,Non-lethal violence,-26.191689,28.0327614
South Africa-March-2018,South Africa,"March 2, 2018",Jonhannesburg,Capital City,University of Zululand,College or University,Students close down school and are forced to leave campus after they burnt down buildings on the Ongoye Campus in KwaDlangezwa. The students also burned buildings.,https://www.africanews24-7.co.za/index.php/southafricaforever/university-zululand-shuts-violent-student-strike/,,"Property damage,Road block / occupation",Students,Other,,School closure,-28.853206,31.8499394
South Africa-March-2018,South Africa,"March 1, 2018",Pietermaritzburg,Capital City,University of KwaZulu-Natal,College or University,Students protest after over 1000 of them did not receive their allowances.,https://www.ecr.co.za/news/news/ukzn-students-strike-over-allowances-pmb/,,Protest,Students,Accreditation / school policies,School authority,,-29.619607,30.3959516
South Africa-February-2016,South Africa,"February 9, 2016",Johannesburg,Capital City,South West Gauteng College,Technical School,Students protesting for delivery of tablets  to campus. Students have been denied access to the campus as a repercussion of this protest.,https://sowetourban.co.za/25115/students-protest-over-tablets/,,Protest,Students,School quality,School authority,"Non-lethal violence,School closure",-26.213557,27.874307
South Africa-January-2017,South Africa,"January 16, 2017",Johannesburg,Capital City,Central Johannesburg College,College or University,Students protest on campus after students were told there was no registration and therefore no classes.,https://alexnews.co.za/95601/protesting-students-due-to-no-school/,https://alexnews.co.za/95527/streets-burn-to-cjc-students-protests/,"Protest,Riot",Students,Accreditation / school policies,School authority,,-26.175486,28.0489005
South Africa-May-2015,South Africa,"May 21, 2015",Cape Town,Capital City,Maitland High School,Secondary School,200 high schoolers protest outside Western Cape Education Dept. to demand textbooks,http://www.news24.com/SouthAfrica/News/WCape-students-protest-for-textbooks-20150521,,Protest,Students,Other,School authority,,-33.92017,18.48369
South Africa-June-2018,South Africa,"June 4, 2018",Johannesburg,Capital City,Central Johannesburg College,College or University,Students prompt school closure during protest. They burn tyres and rocks forcing traffic to be diverted. The movement is called Tvets Must Rise and is a response to corruption and fraud by university administration,https://alexnews.co.za/116258/central-johannesburg-tvet-college-cjc-doornfontein-campus-shuts-down/,,Protest,Students,"Accreditation / school policies,Other",School authority,School closure,-26.175486,28.0489005
South Africa-September-2008,South Africa,"September 18, 2008",Cape Town,Capital City,University of Cape Town,College or University,UCT appointed a black anthropology professor to its staff and the goverment resisted the appointment - this causes a 9 week sit in in the Bremner building by the student body.  This article also notes that those who participated in the Soweto uprising came to campus to celebrate the anniversary of the event and put pressure on the administration to hire the professor.,https://www.iol.co.za/news/south-africa/uct-leaders-gather-to-remember-student-sit-in-412848,,"Protest,Road block / occupation","Students,Community members","Accreditation / school policies,Government policy",Regional government,"Non-lethal violence,Arrest / detention",-33.957652,18.4611991
South Africa-January-2015,South Africa,"January 21, 2015",Johannesburg,Capital City,Central Johannesburg College,College or University,Students teargassed during protest. Photos in link,https://alexnews.co.za/41275/protesting-student-cjc-alex-campus-teargassed-gallery/,,Protest,Students,,,,-26.175486,28.0489005
South Africa-August-2018,South Africa,"August 21, 2018",Cape Town,Capital City,Keizersgrach Street,Public Space,"Students, partents and community members organized a march to protest the Premier Helen ZIlle's speech on safer schools. Schools shut down during the protest",https://www.iol.co.za/capetimes/news/zille-heckled-at-safer-schools-protest-16657650,,"Protest,March","Students,Teachers / staff,Parents / Guardians,Community members",School quality,Federal government,,-33.930704,18.4332749
South Africa-September-2014,South Africa,"September 4, 2014",Pietermarizburg,Capital City,University of KwaZulu-Natal,College or University,Student protest increase in registration fees on campus.,http://maritzburgsun.co.za/15464/ukzn-students-strike/,,Protest,Students,School fees,School authority,,-29.619607,30.3959516
South Africa-August-2016,South Africa,"August 31, 2016",Cape Town,Capital City,Sans Souci Girls' High School,Secondary School,"""Girls protest over discriminatory code of conduct on hair and language. Teachers had penalized student fro speaking ""black south African languages"" and ban of natural hair styles. ""girls protest over discriminatory code of conduct on hair and la""",https://mg.co.za/article/2016-09-01-sans-souci-girls-high-school-pupils-protest-against-discriminatory-code-of-conduct,,Protest,Students,Solidarity protest,School authority,"Non-lethal violence,Arrest / detention",-33.976123,18.4624308
